Phi,Psi,Iter
110.85837,-0.94459534,1
-141.51143,51.49724,1
-11.679138,-20.390152,1
-89.33685,155.42749,1
-0.42108154,-36.889008,1
-47.651993,-151.96211,1
-90.7527,-47.06131,1
-134.07033,-131.99857,1
-104.58881,14.90593,1
32.349884,-19.770935,1
-5.801117,-79.4111,1
99.01483,-57.0515,1
-44.013092,39.808,1
116.0069,77.710785,1
25.867462,-40.562912,1
-43.35492,19.646149,1
-70.0137,20.26001,1
-80.29289,-84.50014,1
-89.6772,-3.3729095,1
52.32071,-143.73607,1
165.64545,27.801239,1
48.149643,-78.63907,1
-172.60326,130.86899,1
76.54764,-8.419754,1
18.316574,-16.901566,1
-104.73854,-24.68573,1
159.49548,-2.4194794,1
94.137695,-47.36119,1
-5.8893127,-70.32508,1
-23.547821,83.03537,1
-1.2879791,0.5400238,1
-145.8386,166.39313,1
-58.93814,9.807617,1
39.35179,8.863831,1
125.39789,-83.10037,1
163.04846,13.484726,1
-37.079086,94.57498,1
-158.1619,111.93646,1
-175.54504,42.159958,1
7.725815,-82.290794,1
13.310181,-53.261147,1
-129.05934,-9.243317,1
-108.27782,-22.173294,1
-85.10416,49.678223,1
-87.41054,146.50076,1
-178.30333,115.760376,1
128.41052,13.913879,1
-6.853836,-45.567703,1
-60.806503,25.14328,1
59.683212,-74.319214,1
170.59851,66.661514,1
-100.225464,-21.81836,1
47.46837,-33.718384,1
-46.42386,-32.669266,1
4.141922,-24.656586,1
91.05252,-61.806396,1
-143.6844,41.731506,1
-130.49213,-33.449463,1
98.6163,-48.373627,1
28.281616,-11.68718,1
-5.8402405,52.446335,1
69.76239,-69.04162,1
-24.6978,-26.176346,1
63.81726,-6.727707,1
127.753876,-0.3463745,1
55.714462,-8.588135,1
-63.547913,145.75836,1
66.37549,1.0097809,1
-144.63988,76.66049,1
-144.98477,-8.297974,1
49.795837,79.6167,1
-176.18663,55.052322,1
-96.853905,-59.139076,1
11.579132,-35.39058,1
31.77806,177.90027,1
8.749954,-29.16159,1
-19.81343,113.671326,1
143.41,101.54758,1
-85.89569,84.12665,1
-19.366898,13.135681,1
123.540344,-15.86261,1
82.757385,-27.23413,1
-32.22696,72.77225,1
-172.71867,111.825745,1
-152.09196,-172.16698,1
-61.344986,-12.721588,1
96.22241,-50.00769,1
32.602127,31.81215,1
-52.866394,53.215393,1
-120.424355,109.94452,1
69.65448,-6.423706,1
-100.33359,35.147064,1
-34.784546,-87.75761,1
15.097397,-140.58266,1
178.40143,175.47263,1
66.72101,32.62137,1
-45.738724,-15.152939,1
105.045135,38.18715,1
-57.647736,-18.461044,1
143.40674,69.736206,1
50.941864,57.408676,1
36.284027,33.01747,1
-117.878204,40.667847,1
3.790924,84.68744,1
-34.75592,101.48889,1
87.644104,19.600403,1
1.8587036,-93.22399,1
98.99924,56.177307,1
-134.97627,-43.66844,1
18.223145,-79.78371,1
-175.86664,-52.185867,1
-80.87363,8.060684,1
11.895172,20.84674,1
90.93805,125.39053,1
-11.91835,44.61458,1
-95.704956,7.975189,1
11.655151,3.88797,1
-28.088135,-21.5979,1
-86.409,10.171265,1
-49.211212,22.195648,1
-41.277405,55.0065,1
36.199493,43.322906,1
51.53224,9.392166,1
46.551605,-62.410828,1
28.778488,-155.98975,1
134.93643,-175.73431,1
-39.270584,27.524887,1
140.28357,23.753906,1
78.98096,98.64807,1
-169.42903,4.6572113,1
3.7121124,-19.664505,1
-69.30641,-75.53185,1
98.2218,21.079636,1
59.79088,-21.234406,1
-85.84493,61.911728,1
46.822037,-150.32645,1
-170.97765,30.470154,1
-71.71829,56.930634,1
-131.44441,-94.70361,1
162.62527,24.51413,1
66.53813,92.59436,1
-150.51918,52.265335,1
91.77023,116.16617,1
-75.42774,-100.89622,1
-35.75894,11.353867,1
175.49152,-146.08917,1
53.586807,75.83789,1
-105.12753,77.988495,1
145.57166,24.74736,1
-26.73645,48.453842,1
-17.286835,0.9941864,1
-81.33989,65.074615,1
109.45709,11.540222,1
13.026077,84.149475,1
-149.74504,-21.3956,1
-114.04031,-6.486145,1
67.053055,-72.08664,1
-46.77072,-22.932465,1
30.241074,-15.170425,1
41.918457,-90.238686,1
-51.91217,32.764404,1
6.5089417,17.886124,1
86.42459,-55.780457,1
111.07037,-4.272644,1
176.51251,-25.824097,1
37.267075,-15.910751,1
-63.371735,87.256744,1
103.73288,93.25372,1
14.297821,41.617157,1
70.58923,-117.85868,1
31.395813,31.28157,1
37.936066,-10.039825,1
-1.5023651,176.33777,1
-86.973755,-100.36637,1
87.90863,-8.934082,1
-129.89781,17.144165,1
22.623154,-27.074509,1
18.05542,93.59955,1
-165.46326,-16.869766,1
156.7063,90.22235,1
62.70259,-60.78958,1
163.4621,17.805496,1
162.98303,-51.453842,1
-28.59343,37.487488,1
159.59717,-31.737793,1
-150.98843,30.247925,1
17.523605,-31.535461,1
68.40459,-114.22089,1
161.2558,-22.42572,1
-52.81572,105.71118,1
-76.214584,8.964188,1
-33.667847,33.704453,1
26.304276,-7.438629,1
11.763107,72.31453,1
-54.31949,30.475647,1
-111.67696,-17.35579,1
62.619675,-173.70201,1
18.44403,-76.69467,1
-2.2565308,-19.439453,1
-76.49672,153.7127,1
-135.41774,-90.64356,1
178.54813,22.054855,1
174.21143,-24.563293,1
89.30881,-46.570007,1
101.928894,-78.69541,1
-80.56267,-58.40326,1
-98.14955,-25.515732,1
60.389053,-44.81555,1
35.21051,-11.102539,1
72.135925,-58.208817,1
147.6239,-2.2308807,1
23.485672,73.82376,1
-119.27572,111.62012,1
-65.074814,30.396942,1
-76.935,30.212997,1
-179.34538,9.716858,1
131.70123,60.6127,1
-53.70726,38.455643,1
-49.410706,54.740448,1
36.785583,-31.53218,1
49.774017,-39.79216,1
113.69989,-56.978012,1
7.172516,-63.723267,1
-69.00906,47.44635,1
82.575134,-61.540573,1
-98.52033,-74.96013,1
18.026596,-170.62822,1
116.58191,-28.514679,1
110.93796,39.907043,1
36.730576,86.293396,1
-51.475616,-69.116776,1
69.141754,-47.373367,1
-87.477776,-45.20645,1
159.49567,12.530746,1
30.81311,-107.68283,1
30.475845,117.844666,1
-108.33994,-22.966583,1
59.612503,47.854004,1
-51.129425,25.694443,1
112.748474,-88.13081,1
79.42468,-77.073235,1
100.39853,-4.629822,1
179.01978,23.70465,1
-12.844498,8.071075,1
150.5297,-65.43232,1
3.307907,12.4702,1
126.20816,-27.160934,1
-30.120575,-29.948593,1
31.537704,-50.21393,1
-54.061287,60.227524,1
51.930008,12.803436,1
-28.594376,-69.63681,1
-35.300995,16.540756,1
-103.01395,131.36502,1
144.90942,-144.1438,1
-4.08873,7.7880707,1
-73.16159,4.773758,1
-20.663239,51.34842,1
66.00186,118.47131,1
-18.335815,151.46295,1
67.306244,-115.11938,1
-43.69455,179.31879,1
-177.87175,1.7140198,1
17.96341,-46.079163,1
-10.805344,112.37634,1
-75.62697,-10.661499,1
-114.737564,30.930725,1
157.39575,-32.958405,1
155.49188,-26.103043,1
-55.833855,-8.216568,1
172.9726,-19.24176,1
48.938095,-5.4308777,1
-111.44663,21.529053,1
27.264923,83.10959,1
-108.33877,-43.01944,1
-9.930496,15.057861,1
-16.95398,68.640884,1
168.32605,6.039154,1
102.49664,-10.304443,1
37.10498,88.66455,1
19.16455,17.323471,1
-157.79507,16.17955,1
-38.27356,-33.454346,1
-60.06308,107.909546,1
40.765457,158.3884,1
-34.83516,0.1507721,1
-72.68264,7.985962,1
-139.64587,-20.786102,1
-30.89238,79.642975,1
-109.31821,-13.941772,1
89.52347,-6.2178497,1
-17.701859,-18.587784,1
41.952286,-94.23891,1
3.5082092,-51.11673,1
1.5882568,62.75995,1
-1.2554779,-50.02179,1
-121.28953,-140.80023,1
-176.78122,-140.86131,1
123.39081,16.141663,1
-110.89465,47.767487,1
166.04843,14.35585,1
2.8167877,-63.888016,1
-81.60527,-143.039,1
-0.5148468,9.058426,1
-21.848434,-19.17134,1
-58.709175,4.533722,1
110.1272,20.025696,1
-1.9094391,118.89163,1
-89.57705,-30.92871,1
-11.199921,-175.32445,1
79.91986,12.434769,1
-109.44352,59.083664,1
-138.04056,80.06033,1
-35.490067,-27.021194,1
174.12427,131.3877,1
-178.46608,0.46800232,1
-73.575516,92.077545,1
-92.794655,-48.32724,1
-27.826157,-0.8820038,1
27.899475,-38.103516,1
66.12555,-103.913345,1
-170.90985,-24.34932,1
0.6295624,-7.043213,1
175.34583,-5.244095,1
70.59317,-12.440048,1
-53.24948,49.31801,1
81.32373,-84.37633,1
-40.08423,-70.27958,1
134.72345,58.711945,1
-2.592331,-13.577179,1
-129.03369,-24.280197,1
15.441483,18.953247,1
-169.12737,-11.272888,1
-52.88939,-79.51748,1
-79.36111,23.907928,1
-153.41286,-65.20874,1
-137.71756,-6.4411316,1
20.353455,-90.4214,1
-175.50105,-14.479813,1
44.966736,-81.9591,1
127.92819,45.19548,1
142.78632,-30.479324,1
-58.407913,3.708786,1
43.05896,-45.143997,1
16.350372,-19.64647,1
-22.41861,32.30539,1
-82.16087,39.43869,1
47.29454,60.003006,1
-36.040756,22.451736,1
-173.52966,8.095673,1
-125.00347,13.363815,1
-48.750214,-33.04178,1
-159.16124,-42.2146,1
-139.3972,-2.5564575,1
66.20526,-49.535767,1
-89.56896,-104.96896,1
-135.55147,-54.709396,1
21.425201,-41.741028,1
132.07343,-2.9501343,1
77.58182,20.079742,1
-13.743027,25.034286,1
101.56262,-38.605072,1
-127.0041,48.316513,1
-21.479828,33.619736,1
126.27228,-7.6421967,1
-51.83362,-22.033554,1
97.042725,-31.394028,1
-59.2742,-50.501083,1
47.034286,66.9772,1
91.105286,46.26021,1
-86.20513,29.94963,1
88.734406,-16.168701,1
-29.329498,-21.207016,1
66.474304,-14.72464,1
88.34479,3.117096,1
13.504791,152.81516,1
127.18335,4.023697,1
-174.57747,25.431458,1
0.33425903,166.27692,1
30.23117,-45.115158,1
-120.89806,19.227524,1
6.0427704,15.11264,1
53.295715,95.214325,1
-79.368935,124.747894,1
127.76599,0.48857117,1
21.074417,-94.97281,1
-35.493713,-0.83177185,1
-18.326447,37.609406,1
118.82855,16.787262,1
62.375916,22.64154,1
39.075134,-71.14811,1
26.837128,-143.82555,1
167.56158,20.228882,1
-85.84597,-8.919876,1
-29.440582,-165.0424,1
-147.27144,-147.21828,1
-116.14489,96.51672,1
128.02118,1.3985748,1
81.143005,6.3606873,1
-77.319695,-19.036835,1
50.85193,23.907455,1
-110.299385,163.66812,1
173.11914,-24.385452,1
-113.48809,60.720093,1
20.032928,27.326797,1
-25.386826,-23.700912,1
-76.15737,42.432495,1
51.811356,-102.28468,1
60.617874,-36.446686,1
5.385132,84.98126,1
128.77362,21.436172,1
-37.32733,-27.094345,1
5.1251526,-45.84401,1
-7.2416077,14.341507,1
-10.95047,126.55502,1
-174.64622,52.5876,1
8.351135,6.635605,1
83.9758,-6.197006,1
-7.6733856,-42.832886,1
-17.233185,110.78873,1
-14.506302,5.1448364,1
-8.9778595,14.095779,1
102.65161,157.47943,1
7.55748,24.080917,1
-74.97447,14.595657,1
-123.37762,-12.544434,1
84.87714,-34.31555,1
145.76486,33.284286,1
88.48575,26.87471,1
-112.62769,-130.69785,1
58.95761,38.065887,1
47.38539,-26.59436,1
84.569824,-59.24344,1
6.256439,-1.6114044,1
-60.87831,150.16449,1
-6.093933,-4.4248657,1
-37.02362,-25.996353,1
125.070435,-63.271706,1
-62.54358,-2.649292,1
80.75604,7.5808716,1
-9.656723,-148.22713,1
-157.4091,-7.97583,1
98.86664,-133.8099,1
-144.54428,-15.539368,1
-47.9292,-13.653778,1
68.09412,-6.218231,1
54.4236,26.414337,1
-55.46087,1.8215332,1
33.89331,-36.91565,1
-80.28714,72.871124,1
157.09436,-37.918854,1
-71.07462,49.15178,1
-52.89865,-15.017853,1
109.04263,-68.427734,1
151.84604,2.7409515,1
30.422882,-25.126831,1
-120.03403,61.29602,1
30.618896,65.41696,1
84.66925,-104.93476,1
-70.16963,48.060837,1
121.8786,-167.60744,1
20.032913,-11.682129,1
-137.00142,43.17813,1
1.9169617,-50.386337,1
-8.949051,2.664383,1
43.715973,-52.142044,1
63.614532,-112.42834,1
-91.837265,19.552399,1
-34.75992,-2.8185883,1
-133.70413,131.15448,1
65.219696,31.691895,1
24.385193,-106.46891,1
-48.314392,165.72333,1
-70.95626,57.36418,1
7.641922,13.830383,1
-9.988541,-124.47899,1
90.16467,-40.318405,1
106.45911,-61.609726,1
44.311264,-67.15583,1
-12.774277,122.00635,1
-38.970734,-17.604095,1
10.119812,-37.080795,1
-79.71777,-7.7877045,1
89.94742,-99.77497,1
174.12341,-32.250504,1
-74.35123,139.81116,1
39.260696,34.98352,1
26.580734,107.999054,1
82.81784,39.470062,1
19.422256,-33.830353,1
13.162537,-102.730896,1
47.088654,-28.367233,1
-25.371094,5.8885803,1
-131.36832,61.28868,1
-130.15175,112.22519,1
-107.31311,49.07007,1
33.557755,74.96947,1
140.6128,1.2907867,1
21.340302,-34.638046,1
-52.64334,28.610748,1
-69.73569,3.6065216,1
51.85791,-35.93695,1
-3.3663635,164.08185,1
9.889206,-23.81401,1
102.1413,-72.57461,1
-21.89418,-54.179565,1
-51.0159,17.771942,1
-139.77344,-53.896454,1
-147.26724,15.816254,1
97.3808,5.241501,1
-95.027405,-40.1174,1
-70.82421,91.37723,1
97.23419,33.332214,1
-84.215,-145.60086,1
32.513214,-79.21929,1
122.977356,-4.236084,1
-43.373016,-72.53813,1
7.411026,-7.867523,1
12.278198,82.335815,1
-70.57078,45.96643,1
19.220474,-31.938583,1
140.13025,-40.16371,1
-64.24514,1.3524475,1
-14.215363,0.34225464,1
-138.96309,48.9039,1
29.877457,-121.26771,1
42.832336,-59.325386,1
-70.63203,23.5009,1
126.53525,39.582977,1
-74.67188,88.068756,1
54.5952,160.73413,1
-37.160645,-28.926178,1
-119.83586,25.908554,1
51.14708,-95.42731,1
-160.81398,176.91882,1
-37.386322,10.560715,1
34.270996,72.06909,1
79.07477,-15.35498,1
65.53058,-120.165924,1
74.84317,-18.771622,1
-37.462753,102.105225,1
-143.84506,47.935318,1
-143.99501,-11.309494,1
156.33105,28.659683,1
-92.38461,-23.738693,1
-111.32945,106.17914,1
4.5422974,154.89508,1
-113.6371,-0.4196167,1
18.996918,-5.4049683,1
3.848343,51.957108,1
25.875854,-4.107544,1
-153.16644,-85.121704,1
2.4349823,159.81723,1
78.89963,16.689484,1
1.0058899,-66.717674,1
-36.648346,85.17102,1
140.66309,22.358795,1
-78.17578,64.50754,1
-65.26058,122.660095,1
-43.199127,47.105347,1
43.264038,-29.92926,1
-145.07027,37.319992,1
-150.0385,98.474884,1
1.0888367,-48.979706,1
11.396057,2.307907,1
-0.18525696,48.572983,1
119.09326,-108.15177,1
27.173538,-5.04039,1
-80.70925,-81.50324,1
-176.46704,48.282455,1
150.49774,-8.543045,1
61.793854,77.54794,1
-0.634079,66.263794,1
155.2684,-42.888504,1
-6.5136566,-3.724762,1
-51.77841,-23.721283,1
55.26657,37.551605,1
-92.35738,103.567474,1
12.267242,-1.2054443,1
56.314423,23.576782,1
9.92514,-23.2928,1
11.006393,-89.50179,1
14.05365,0.015716553,1
-70.90587,114.77295,1
-43.225586,49.500626,1
-79.887,8.648102,1
19.058838,-165.6088,1
-152.31451,-57.773636,1
19.522873,76.20935,1
-15.908798,29.147324,1
-133.5134,32.41014,1
17.867844,78.341675,1
-121.79519,-179.90936,1
-32.309418,1.9606018,1
58.81624,12.049408,1
48.39453,39.250977,1
19.161606,-27.575607,1
38.871475,-5.152542,1
-133.05005,23.600754,1
80.916046,-23.44783,1
-115.44488,-21.548523,1
63.13275,73.44336,1
15.672089,147.57806,1
171.66077,84.88794,1
-60.793808,70.08508,1
-42.65059,96.02283,1
35.134155,11.877548,1
-32.263123,-4.5842285,1
-123.461105,22.134338,1
124.69403,37.20926,1
-17.53093,1.349289,1
-105.44172,-52.64508,1
-10.352921,-120.16697,1
-89.54928,-76.36159,1
-38.762085,-13.283173,1
-74.54905,112.37445,1
60.99054,-68.203964,1
-56.717506,66.76828,1
-135.03883,-21.71997,1
-131.53458,-100.520134,1
-71.2593,-35.336243,1
-24.673157,-73.85522,1
64.70253,19.705109,1
-141.86453,9.231644,1
-4.6643677,-30.323914,1
-57.142715,119.55679,1
-9.830551,25.46254,1
7.8927917,-149.29585,1
-92.247604,-3.582901,1
-94.22917,44.832764,1
-168.0305,-16.143784,1
-131.94661,173.05893,1
31.964111,-76.69001,1
-26.178879,-39.850204,1
131.34583,-43.082245,1
87.219574,-23.546906,1
145.6051,-14.575256,1
-152.57936,-14.351807,1
16.726639,-167.69168,1
-122.30037,-71.62609,1
113.53375,-19.664795,1
-45.019302,51.793503,1
-10.229202,-0.80378723,1
53.17305,-7.097229,1
40.420654,26.786911,1
-34.10312,-47.24022,1
-95.40007,-9.321823,1
67.8293,-80.75598,1
-162.58745,-22.01764,1
-59.71797,-40.109985,1
50.010803,-56.597992,1
166.00119,-91.291725,1
-116.40054,-6.4079895,1
-160.13867,13.902237,1
118.40881,-10.988037,1
91.56915,78.65674,1
-0.36695862,86.836426,1
130.42886,-128.761,1
-47.320557,-12.9205475,1
158.94537,-40.17108,1
62.547195,-25.476913,1
-108.180855,20.596237,1
58.30551,-84.4733,1
8.513947,-44.787537,1
-141.57704,-40.01709,1
115.669525,151.94562,1
-91.90151,36.01207,1
-24.997726,-34.21997,1
-142.92326,6.935501,1
-24.968567,23.38501,1
64.83383,2.2465515,1
-133.85555,-22.530472,1
87.490845,-93.059616,1
-118.66161,61.653732,1
27.0495,61.445404,1
-110.47671,-146.92184,1
-35.87834,-100.18263,1
-84.917244,5.845291,1
23.37944,-3.149765,1
74.915436,-40.25949,1
73.34094,16.242752,1
-134.96677,55.577606,1
35.173813,79.21289,1
19.248947,-29.075073,1
-89.08047,-68.04773,1
-31.82222,-47.402557,1
-165.47354,-78.39526,1
-60.496788,-72.5616,1
-142.3253,17.481155,1
-23.871124,-13.917358,1
18.691193,-15.2895355,1
43.548523,-62.92729,1
36.84143,7.919235,1
55.513336,-89.58519,1
-24.460083,160.48505,1
179.8317,65.10861,1
4.36203,41.684906,1
22.366638,8.165207,1
-25.171646,-63.422188,1
-88.568954,-128.30363,1
29.442154,-46.954956,1
28.135635,-159.69518,1
-126.743965,-6.173294,1
137.41653,-7.3599243,1
-59.56624,98.57886,1
24.285751,-141.44421,1
10.005692,54.514557,1
153.91098,6.995056,1
45.66992,-155.38005,1
-9.988068,-20.954086,1
-143.64655,15.093231,1
10.05365,-8.710571,1
139.8078,-69.18206,1
-51.88597,-72.675865,1
-43.125443,112.68097,1
-58.03595,104.04297,1
-91.55687,-114.91342,1
147.0813,-33.647873,1
-96.40854,-0.5147705,1
170.59625,2.6127167,1
-19.877823,-140.93657,1
66.278046,-20.250748,1
82.10135,41.014603,1
-13.291779,-41.275406,1
88.15198,-72.083084,1
-99.46975,76.0932,1
47.386078,-101.05296,1
-9.271545,-65.05868,1
-156.2653,36.883118,1
178.81012,-47.647552,1
-13.404175,73.53766,1
-37.90773,-2.5712128,1
11.138138,32.5269,1
65.07611,21.975418,1
-170.45454,-38.506638,1
-62.503677,75.83942,1
-17.8824,-67.877716,1
30.811691,14.0061035,1
143.18857,-8.983582,1
-66.07112,31.317032,1
-61.081093,50.4113,1
-24.262314,18.49974,1
4.8973236,12.51741,1
158.7821,17.644135,1
61.096863,-93.9558,1
12.418472,-9.191788,1
-96.147095,-50.64711,1
-95.86897,-43.880585,1
58.202866,65.0788,1
100.75717,6.7909393,1
155.82184,60.512314,1
-49.44394,-29.675278,1
-85.77132,-16.446503,1
-93.87156,111.71356,1
-125.60932,105.091095,1
-31.212341,2.0439148,1
-23.679764,-40.093872,1
8.402985,37.741913,1
49.0661,10.254532,1
-58.788765,-117.19181,1
37.367905,-3.0074615,1
9.534348,14.47757,1
3.955307,-102.57322,1
-161.59886,-10.097961,1
-9.232895,-84.1429,1
-136.12186,-40.67537,1
175.84344,25.5681,1
-17.637619,50.431442,1
73.20903,35.085724,1
17.002182,0.7608185,1
31.692322,99.739075,1
53.474426,-106.33611,1
171.64844,-35.836914,1
-46.75122,-129.579,1
11.532043,86.026276,1
120.46823,26.16269,1
-27.303848,8.391235,1
-28.05803,125.787384,1
-75.579475,35.965073,1
126.17505,-81.957275,1
-169.12488,10.086624,1
-50.901276,1.9429321,1
-105.94668,-12.34256,1
-10.369705,163.3089,1
-37.816956,73.953064,1
24.527466,-15.823303,1
122.74802,-23.261414,1
87.64743,-17.928833,1
53.96768,-67.04879,1
26.567017,16.220413,1
179.51508,141.52914,1
46.016098,-161.39148,1
39.27417,-31.465317,1
85.76654,0.7827606,1
25.500748,-85.57859,1
-103.70928,9.087372,1
67.52597,-85.983925,1
66.19998,67.15756,1
97.34216,-30.307846,1
32.85167,-97.932686,1
-65.48259,-6.4670105,1
-134.21014,72.86513,1
11.398422,-86.72906,1
134.79797,-21.241928,1
91.16968,97.89401,1
10.292923,-1.522583,1
26.863617,-25.104965,1
-69.812164,1.1318207,1
-177.25246,58.75708,1
-61.567505,162.07507,1
38.152695,-175.07356,1
-11.220749,-7.222336,1
2.1192627,-68.79241,1
31.380936,39.61853,1
14.163437,33.377808,1
30.8022,-17.125381,1
-1.5853271,-70.14669,1
-117.665344,11.797562,1
-41.923187,-34.327057,1
-19.193878,53.90793,1
-71.1286,14.803726,1
62.326584,44.271362,1
-28.40947,-55.14914,1
-159.56593,6.326187,1
-178.75728,21.310059,1
-163.56465,-44.841217,1
30.013077,1.6454773,1
-171.30072,-43.68524,1
-68.48823,-33.466553,1
82.58612,174.82758,1
71.17505,25.603973,1
108.11981,-60.928833,1
46.446564,35.73082,1
-33.55008,-143.45845,1
-58.97383,-100.49323,1
35.93637,-70.19817,1
60.262695,-25.544174,1
119.02289,-6.3244324,1
8.941254,-27.25415,1
72.62654,-7.324707,1
-137.70566,-40.07831,1
64.12048,-22.057404,1
-57.692978,88.15851,1
141.0462,-54.613808,1
-30.35321,-24.010056,1
-45.12436,-27.52681,1
30.15863,51.70703,1
81.3934,-36.18274,1
18.136108,24.43872,1
-2.5740814,-1.8164062,1
-33.52249,40.041916,1
-2.0744324,25.288864,1
115.77481,-15.018967,1
-105.379524,-36.822952,1
176.1962,10.173599,1
-29.704697,29.90683,1
14.716309,25.238617,1
-178.50882,-62.090652,1
131.93243,-146.83626,1
-78.03803,-124.34572,1
-170.79561,65.466705,1
22.300842,114.55884,1
-35.0188,-19.243698,1
101.989746,-9.184113,1
-171.68503,-130.2149,1
-150.72148,48.223755,1
-73.636116,93.63867,1
-115.27167,47.094543,1
102.60364,6.343338,1
-88.15872,22.08728,1
86.93454,-170.77391,1
-107.10048,5.625183,1
-114.05617,66.095825,1
0.7685089,68.62599,1
-169.31998,-25.06874,1
-130.6277,-59.74975,1
-98.0898,-45.3385,1
-52.15988,60.193512,1
25.460205,-50.259186,1
-36.85237,-29.298569,1
71.324844,3.1463623,1
14.715012,18.381134,1
29.350937,-21.962524,1
-121.09884,139.50604,1
-113.8322,75.350586,1
-40.329468,33.276047,1
-71.38879,36.199356,1
-93.967606,-25.466156,1
61.22226,-24.65921,1
-71.43174,15.601273,1
6.174988,33.336792,1
177.92847,-39.722336,1
73.19467,-0.25120544,1
106.12503,1.6617126,1
-97.47885,-17.888641,1
99.28458,-78.34157,1
-8.640625,75.053314,1
-88.02651,28.360153,1
113.73102,-87.294846,1
-97.43532,36.41101,1
96.392456,-11.396011,1
4.3126984,-120.37682,1
-136.1788,-11.097397,1
61.164856,-29.332504,1
65.63995,-56.9001,1
-97.88945,27.221893,1
5.8830566,-10.739288,1
36.66858,10.385757,1
37.06688,-139.17918,1
-9.063995,81.65692,1
52.327682,-112.9829,1
69.37747,28.678162,1
-80.92565,27.263062,1
71.944565,-26.95343,1
-157.84245,-173.01833,1
92.849,-59.207825,1
-175.13078,-58.644905,1
-10.87645,20.43573,1
-159.42032,-104.79518,1
-101.62802,96.623566,1
-39.22641,-131.2829,1
-11.3533325,105.88849,1
179.2472,2.9113312,1
-45.858032,27.955368,1
-148.96349,21.523514,1
25.053925,-12.698715,1
60.701843,-18.827576,1
49.688995,-57.592697,1
140.09619,-31.497375,1
81.395355,-130.14545,1
-44.230118,-87.01707,1
-158.01396,39.92575,1
-59.681854,-24.188553,1
-68.390915,47.262863,1
50.764526,18.045425,1
3.4364166,-58.099243,1
-47.133743,3.027771,1
-140.62361,-16.254501,1
62.141144,-9.155319,1
-127.4995,56.5912,1
-16.091812,-12.789963,2
-9.793747,-60.778595,2
111.4556,-164.37395,2
85.54126,81.362915,2
83.19504,7.5722656,2
112.75702,-43.0907,2
-5.54776,112.169495,2
-62.92067,38.66884,2
-116.05982,-29.070831,2
-49.790726,34.36664,2
-54.494354,-33.573044,2
-45.60405,149.76492,2
-178.28761,-100.31528,2
-157.32338,27.492355,2
-142.23102,5.1759186,2
-91.74948,-137.95769,2
3.6874084,107.97757,2
63.590607,-153.4865,2
-136.72607,70.326065,2
116.279785,-66.68211,2
-15.757629,-131.51471,2
-51.548218,125.07324,2
162.29895,-57.242004,2
-9.913986,31.55304,2
-11.987854,106.4942,2
-17.50113,-53.729263,2
-16.458511,0.28985596,2
-50.190018,145.23727,2
130.09943,178.29303,2
-25.442505,6.8093567,2
129.74371,153.82556,2
40.01117,-21.941605,2
-47.35878,-88.46976,2
-127.236465,113.59799,2
-61.69655,131.78201,2
8.288132,62.106033,2
-157.02434,11.369095,2
-54.48461,19.541992,2
-138.52899,-15.72554,2
125.29791,124.63498,2
62.94171,-2.9058838,2
107.97449,-69.74899,2
87.90848,-135.96082,2
-25.043747,-92.139694,2
-69.07243,143.33435,2
3.1670227,-117.57435,2
-94.36318,31.881287,2
-17.841843,10.048935,2
-89.7391,59.388214,2
10.362152,52.445923,2
102.463745,-115.475395,2
-4.576874,-48.052216,2
-25.492462,126.70862,2
-35.59665,-2.4017487,2
-17.336655,26.112717,2
-5.284683,88.71973,2
-50.605957,56.25522,2
137.19547,-9.9123535,2
-18.702988,-32.747726,2
-33.358063,-164.91832,2
-4.987213,-45.361084,2
-66.823296,133.35492,2
-56.336777,88.634735,2
-52.820343,110.82141,2
37.962067,-162.99194,2
-105.10469,34.209503,2
-19.853241,-6.7786407,2
-75.88165,8.312317,2
-73.07603,102.00842,2
-68.611244,125.95181,2
110.17572,23.962845,2
70.67453,-30.184128,2
10.161316,11.592331,2
6.7536926,53.09723,2
-60.71968,27.06076,2
72.38115,-101.11297,2
158.41681,-150.73563,2
51.696472,-1.5388947,2
-56.663467,-83.14817,2
71.86308,-77.17998,2
-10.005508,-12.640152,2
34.768646,48.050095,2
26.66957,29.176712,2
101.67847,-6.186157,2
82.52557,37.5094,2
-45.037827,-1.7585144,2
-120.27948,157.71582,2
99.830444,14.541824,2
165.90076,2.7795563,2
-21.037079,-32.846664,2
50.83777,-51.775635,2
131.63098,-116.19964,2
30.273285,21.037476,2
-132.55702,-50.362,2
75.52254,42.622482,2
-136.6876,94.660675,2
-60.18283,-16.554153,2
-163.63113,76.50513,2
-56.299072,111.05414,2
-105.049995,-162.99716,2
101.24304,-83.811295,2
-102.316345,102.5,2
88.41586,-154.83752,2
30.896439,-17.422333,2
-110.00754,110.19577,2
-68.21795,-96.57242,2
96.25638,-7.792206,2
44.135483,0.7599945,2
83.11871,149.32779,2
123.65094,-4.8914185,2
17.878372,133.42938,2
147.89188,3.4017487,2
-141.14326,29.344437,2
-118.04344,54.793488,2
-81.783134,-35.044846,2
-55.808563,81.740265,2
-70.16836,67.76442,2
49.28833,-116.39105,2
39.96541,2.261551,2
6.488327,-16.789093,2
-157.89107,62.895233,2
6.3601227,-40.657257,2
-27.576187,-5.5232544,2
16.09523,-30.978104,2
-35.581284,68.848785,2
