Pre_Phi,Pre_Psi,Post_Phi,Post_Psi
-89.92864,-79.04688,-116.61149,-139.57323
-21.766327,-100.11934,157.8233,-173.2819
5.9636383,101.84241,-143.47845,-86.44056
-31.67099,-6.842911,-122.033455,59.426773
-1.1984253,-131.4782,-133.63535,-136.15773
-112.76351,-70.49387,-108.68108,155.75735
-68.217926,6.7175903,-68.20845,6.7164307
-131.72054,-167.41496,-120.471275,-110.852005
54.4823,-175.2577,-145.85881,-128.80205
-17.925262,-128.5473,-141.54132,-116.68647
-28.108185,-137.8117,-99.68428,-148.01744
19.876617,2.8115997,19.881546,2.8160553
29.693298,-8.250122,-179.51096,-128.61858
-1.6003265,67.81163,-108.75069,-122.6123
10.966919,-24.422058,124.921936,171.0993
130.30676,-57.82682,-57.650864,-28.094345
-24.210602,-83.31453,-63.14839,8.957382
-119.73027,162.58429,134.04913,54.574448
24.744064,156.00696,-164.81218,-125.477585
17.253876,-101.90799,-124.83198,-139.15904
-46.11606,-135.09196,134.75122,-166.21667
-164.97266,105.53894,-162.00676,-172.5393
-8.155212,109.395905,-169.4646,158.2113
-29.638702,26.790344,161.0672,-41.425964
55.293457,-90.02646,55.291077,-90.02996
-6.59256,157.80533,-90.35254,-130.13364
70.82486,93.024475,150.27051,105.022064
-77.02967,70.630646,-120.608116,-80.69308
58.417664,-50.00943,-104.83147,1.9482422
47.85797,-43.91591,47.87445,-43.940414
31.217743,-33.432526,-155.14864,-134.6497
-7.8474884,-85.936226,-123.27082,-82.49598
53.057205,-80.83094,-166.57767,163.568
144.94965,-47.739838,144.95142,-47.738495
-49.782745,89.45761,-76.46747,20.429153
147.08691,161.26117,-158.52945,-115.299576
-26.09665,81.078,-161.4139,159.65674
12.920578,178.98172,-164.03104,-161.77473
-166.24759,158.64743,37.534393,-17.658417
-2.1482086,74.111755,-52.70012,-2.6518402
-72.26066,80.65576,-74.83034,8.865906
-171.7335,78.479065,-141.32387,-157.3025
-49.69287,-106.983086,-122.1439,-79.366516
-47.78531,-96.52103,178.70984,-57.83876
8.681427,70.40988,-92.62359,152.77399
27.31099,-43.467148,-134.0646,-25.716034
91.58234,9.268448,91.58194,9.279572
44.34677,-133.0588,-143.70537,-122.33653
54.66504,-52.33644,54.671753,-52.331215
-8.964706,-151.21507,-104.22099,-143.54692
-24.349075,-126.41323,-124.58032,-146.55258
-19.068588,-173.76505,-131.58496,162.57312
-12.935654,52.915573,-132.18645,-174.33447
-77.60995,-99.090775,-139.37961,-114.205765
11.125397,159.1886,-138.24594,-161.02107
5.0763397,1.3769531,5.0765076,1.3778839
-18.722244,-92.254234,-113.99621,-85.492355
-7.291275,-104.22674,-7.29097,-104.22707
1.348053,-43.951553,-116.226875,-58.69951
-13.6465,78.13925,-127.6644,-122.7524
165.27417,-145.20117,165.2544,-145.19347
1.4606323,119.94864,-113.37931,-137.23123
170.47101,-58.9514,-150.9798,-83.313965
-9.665695,-75.41403,-151.94194,-76.45824
-39.415833,176.05286,-142.90393,-114.791885
43.099625,88.69772,163.7854,163.79227
100.79721,170.9585,-154.50473,-153.89294
30.98433,-125.579666,30.977219,-125.58994
-6.7596436,26.970947,-6.758896,26.969284
-39.055634,55.81125,-91.32575,-5.303467
141.03354,-38.091675,-177.42218,-130.19748
-110.564095,145.44104,-159.51042,134.58887
-4.922699,137.07605,-149.04877,169.08887
7.302002,56.05925,-160.95215,-61.138763
4.325165,-17.574905,-7.164978,-10.780594
-27.747452,175.7019,-100.83295,-138.31013
158.82275,76.025604,-58.680344,6.514633
154.2648,17.652435,154.2533,17.648346
3.1823883,-141.72461,-76.870056,-150.94032
-174.63043,-26.74295,-174.69194,-26.77919
-13.542007,-122.78183,-171.91331,-164.0453
62.567993,-77.79199,-109.92474,-79.15961
122.54617,-111.42248,-73.99127,-16.306686
-9.690308,170.49277,-154.99776,-150.12605
-79.123535,44.50331,-66.85388,5.062958
171.49121,-15.712418,158.28918,177.15164
159.95929,57.707626,159.99368,57.710144
63.868225,-113.055626,-108.07864,-90.965515
-66.30888,13.673172,-149.19295,125.6279
-28.452011,99.33188,-112.38081,-151.78952
-7.0469666,-37.0224,-94.47554,-77.84543
42.42511,-87.1575,42.424393,-87.15598
-13.807037,-157.37798,-13.806213,-157.37576
1.6663818,134.61023,-143.53152,-130.19524
-3.8798218,-72.15349,-11.323746,-31.934708
79.809845,-104.00427,79.800476,-104.00508
165.54712,-86.528984,-156.35011,-65.45481
2.801834,5.9783325,-98.24085,107.949005
-54.701828,20.152557,-130.32236,-99.129906
46.556366,-153.25111,-157.30847,168.72388
-23.457489,11.699524,-112.30531,-152.51717
28.429764,-92.22122,-169.93166,-157.37663
-176.47488,-56.64984,153.34149,-124.37226
-80.16671,167.31995,-151.17542,-166.03894
-13.10762,-126.019325,-44.102173,-62.662025
19.960327,-49.05446,-156.71243,-95.375984
87.28357,-64.31595,110.08185,-20.84439
-77.96378,35.07924,-54.845497,-38.436905
-4.0315247,32.77986,114.27057,109.51962
-9.758469,-171.76558,-151.91948,-110.337776
101.57617,-90.91562,79.73932,-31.894653
-160.91203,149.98322,-155.6769,-143.52452
-11.827759,71.26822,-53.74707,-172.31427
-30.476166,98.172455,-163.80476,-98.83888
-152.7904,34.229187,-152.78897,34.22882
-38.49739,32.660904,-133.73466,-160.6975
16.02298,-32.743164,-161.25067,-82.790115
124.37634,116.683044,107.12143,-103.95033
47.171677,63.99466,-160.18806,-127.97318
-12.093628,-141.63792,-147.99655,-95.949326
9.0372925,-103.23511,-145.7131,-151.54872
-31.404663,-92.56716,-126.75948,-130.22166
15.743454,120.08087,-96.61095,15.004105
-29.483673,-51.44426,173.7254,-168.55862
171.18365,-2.4981537,-122.33589,-130.77608
164.11386,11.314301,94.692474,-39.724472
-3.3417206,-42.62451,122.085175,176.56
-131.9025,65.51984,-156.60411,-122.68539
7.706848,-8.649963,7.708832,-8.651245
-122.05098,92.14023,-142.38448,-152.468
42.003113,-14.024704,-54.585907,-15.634064
2.6731567,22.450104,163.50534,-106.92891
-130.63136,100.180176,-76.29098,3.6735382
-95.843925,-59.53076,148.05707,-13.709946
-2.5657501,-56.737312,-112.10746,-79.09056
-13.444733,168.22446,-90.1635,-139.63663
7.1352844,-2.7794342,7.135971,-2.779953
-28.222427,-24.313492,113.87073,87.990234
-121.58648,116.57095,-152.52007,165.31195
-31.751892,-13.665878,-129.21664,-101.105736
6.609421,-69.66913,70.536316,-81.157684
88.79233,-123.58803,-112.09074,-92.97359
-12.0455475,-78.03119,-158.37292,142.66547
12.876892,70.245514,-6.139328,39.82213
9.189163,-162.65897,-123.858444,-107.368576
19.090347,116.782776,-78.52086,128.08484
-1.9272308,15.533157,-67.68491,-41.3416
35.32773,-135.6736,-123.002075,-107.06121
36.211548,81.818665,143.39459,156.7446
-56.568985,63.431,-96.888374,174.69159
129.52704,18.221619,129.5326,18.213501
-23.901321,40.91986,-43.977386,13.757599
-83.57398,-54.331726,176.88065,49.02475
4.1550903,-28.74823,4.1465607,-28.753769
111.892395,143.76978,-95.92765,-127.2402
9.72316,-172.45143,-114.28978,-139.28136
167.58392,-2.8162384,167.57779,-2.8202057
-9.608292,164.27634,-99.95596,171.00012
7.981537,-147.88464,-116.56032,-146.24348
63.241486,-173.6362,63.242554,-173.6321
-32.32155,15.210449,-135.99713,-154.59862
11.799103,-133.15663,-68.89412,-161.90576
5.4951477,139.52301,-68.07845,-139.4408
-145.46948,4.2535553,-145.50372,4.2481537
-115.39085,-114.61203,-133.28163,-146.40277
88.63498,28.055801,-92.26438,-176.78563
-4.8264465,-120.519066,-92.647,-140.1197
11.806473,-178.07382,-96.82594,-117.079384
-7.437973,81.8306,158.41379,166.29828
17.688019,-155.73195,-118.0208,-121.29528
-138.84239,-7.1675873,-138.87177,-7.171829
-17.884094,-131.48216,23.766449,67.35782
66.43436,-168.92078,-127.46802,-158.36475
171.0853,-171.06026,-178.62822,-174.7676
-8.8237915,-84.72187,-55.497543,-64.64721
31.585617,-85.374794,-145.23007,-65.65061
158.77051,-5.8668823,-136.50946,-82.97793
8.406372,178.1496,-136.86337,-114.03993
-23.477722,112.15381,-141.55836,148.49377
91.50134,8.707184,91.52222,8.715637
160.25903,-137.37712,-147.8443,-157.64937
58.71498,-74.20279,58.729736,-74.196846
36.70642,-100.95086,-122.513596,-82.75915
-11.096222,3.2805939,-125.90128,-125.764694
-92.77819,88.42987,158.67569,176.17139
-2.6396484,-100.131516,-120.67691,157.88904
-19.337967,-72.814476,-117.226006,-127.13645
-39.84163,129.44199,-39.83783,129.44617
35.23976,-40.823456,-63.21347,4.713318
61.678314,-38.499466,61.64496,-38.53383
5.3374786,148.70978,-164.55725,-76.38936
75.95282,87.05957,-102.12014,-118.01507
-151.3502,17.188461,153.07922,37.61194
86.2619,-69.5526,168.45694,-65.66989
-120.36476,-68.75518,149.91833,-168.88872
-149.22522,-37.37195,-149.22534,-37.35727
18.38948,-138.44972,-55.17163,-174.51326
-51.42563,155.08575,-51.41324,155.1019
-18.021255,138.03763,160.81421,-144.0136
12.406036,-19.824387,-62.036636,-32.779068
11.666046,-158.26764,-90.63762,-160.2172
6.845581,170.55798,139.9928,-151.63159
60.928864,-78.216835,-139.71146,-171.30128
26.449142,-123.123024,-87.19338,-140.19507
-50.279022,66.335724,-50.302353,66.31241
142.3299,21.750916,13.679703,50.535706
-21.789795,85.740326,-84.15831,-120.58278
53.332672,-47.149506,-131.48607,-71.76975
-7.533905,99.14465,-74.4987,15.382996
-37.693268,50.857147,-64.32002,2.379593
21.207443,116.3472,-60.21089,-74.81894
5.1854095,144.53198,-122.341064,-143.62732
-0.87838745,-114.98756,-132.50974,-111.999275
-41.849976,-108.966515,-41.850235,-108.96488
25.132416,174.07043,-154.24237,-129.15295
8.844299,31.51065,172.25537,177.8255
-65.799286,130.53,-153.67108,-110.67441
10.842117,171.53418,-99.44151,1.0149841
87.30017,-19.264923,-75.831474,-63.3275
-10.533356,18.10846,-66.59862,-74.761024
-26.441635,-149.14255,177.67844,178.03369
9.042923,129.38333,-36.314697,26.077927
55.566925,128.37433,-177.30563,170.64908
-25.766891,-12.584717,-25.832825,-12.656708
-173.19858,-147.53242,61.714005,-36.244217
16.039993,94.67975,-70.07893,-50.070282
123.28558,-139.4133,123.27911,155.30362
-22.345184,-9.4062195,-60.205,-22.053635
-117.87267,-146.30905,-128.01108,-146.19781
22.021576,-70.90633,22.021225,-70.91016
-130.43425,-145.19054,-130.43982,-145.19319
87.32849,-57.127846,139.2651,-42.649124
8.793915,-162.398,170.7103,-62.074753
-0.77615356,52.0477,-140.63495,-139.68817
-24.078217,38.627365,-155.8951,169.22388
16.959625,83.209015,-36.030594,11.730484
-56.08824,-69.460655,-56.06604,-69.45464
139.56192,-170.97392,178.97784,-170.22136
-75.76985,-118.25727,-131.7065,-100.558975
-149.48271,111.49521,147.14508,-46.577698
-13.456284,-96.39298,-150.69238,-141.07414
-119.69764,-126.12064,-46.563965,-51.217957
-126.71009,-166.56792,-130.13062,173.7938
26.196594,-74.64894,-116.84199,-112.394226
-66.958435,-136.87419,-66.957756,-136.87299
114.68814,0.95762634,114.68857,0.9586334
-18.124924,18.445053,-134.36127,-130.40514
59.42758,-95.49325,125.35361,-9.333267
98.168396,-47.680756,-176.5503,-110.55774
-19.757599,2.9482727,-167.21759,-7.044983
-154.81363,-12.950684,-117.77165,-137.691
-2.0652313,155.90784,-102.793526,-117.402695
-71.237495,2.0137634,-71.28115,2.030136
40.191788,-41.73192,12.581741,1.4452667
-6.444275,51.89566,-37.775238,5.5738373
43.949677,165.85193,-136.74005,-63.778664
154.4903,174.50433,161.65686,-178.7725
106.08917,-78.27021,-157.8406,-98.00421
-172.57701,-7.0461426,-172.58134,-7.048004
85.94409,131.64417,-136.13892,-124.98613
-110.56866,-7.8459625,30.10196,-16.676361
15.453079,128.1153,47.57872,-52.54013
53.702194,-23.505402,-111.851585,-127.14905
-3.680313,172.78375,-148.42073,-128.04765
-0.48493958,52.48752,44.8994,-55.03476
-172.1912,127.151855,-172.17818,127.14514
-40.30327,0.9518585,-147.5018,-66.28094
-101.38672,65.017944,-101.39436,65.01941
2.991043,-80.406555,-69.80299,-7.253235
-11.42041,-163.44391,-133.32512,-102.884155
1.7749634,15.649704,106.69498,91.15039
89.55148,130.90198,-53.555344,-2.6079712
7.142914,-134.08784,-129.58684,-177.96364
-13.393524,162.63419,-68.78894,80.909424
-23.004211,-164.63754,-82.11907,53.934967
31.49054,118.29303,-44.519882,-131.61967
5.140213,-61.248627,170.80441,-54.580627
-28.78093,161.59317,-126.18383,138.7373
33.743103,-128.91222,-99.5764,-86.54959
2.6090393,-138.19286,174.07336,-173.35085
-25.650757,-78.89242,-173.04729,167.54544
-8.125381,-5.214096,-8.124603,-5.2107086
-137.9871,-7.0052795,-52.853157,-24.082642
-26.868408,-151.60483,-162.51714,-110.74386
21.276855,-107.10233,-30.687439,-32.261612
-34.68094,-158.36758,-101.61399,162.9776
-36.85721,-45.76352,-141.74358,-120.45891
20.973022,-81.863304,-124.11037,-116.50865
-24.230255,-18.127594,148.14703,-169.92372
-18.09282,49.738327,-105.83469,-95.481735
8.9835205,-51.09482,-108.096436,-122.638664
25.200043,-75.648636,-121.152245,-123.32669
-50.644592,150.0553,-50.653717,150.05115
-4.0446167,-30.583328,-136.80649,134.34576
-19.161163,82.82007,-51.209885,13.702972
11.573898,15.728973,-126.37913,-82.012665
7.0290985,-28.320526,-29.562073,-43.199387
13.127609,-89.95685,-80.71548,-127.24496
-5.4687653,-35.95993,-122.51107,-121.88356
-161.68535,-15.772873,-161.68437,-15.765762
6.396225,136.82477,6.3920135,136.81882
-37.08658,26.064682,-164.63222,176.15753
-26.260254,-134.94669,-126.453026,-123.511566
2.217163,17.617065,-133.67201,-104.42456
15.217102,-125.12147,157.76462,-179.79549
174.03949,-77.83821,169.61758,-144.68027
-21.670807,-3.0075073,-110.81,-118.614075
-152.40013,-55.470154,-152.41121,-55.47262
166.03903,-157.68416,-89.060425,-165.84857
-18.382355,179.05511,-77.33255,-92.042984
114.134796,-84.289734,-130.76176,-109.37516
-52.312622,-161.32062,-66.3906,-125.20555
-48.531036,-138.4533,-60.48271,-84.89392
-115.29476,3.5901794,-140.78212,97.81946
-45.12343,137.80359,-103.49059,-97.736115
-33.10817,122.83069,117.81378,-14.380753
-179.21597,168.2933,-179.21196,168.29477
68.87286,171.70209,-179.43188,173.0882
-30.781479,-62.143356,-72.71259,-14.175217
149.13324,28.939789,-156.92435,-139.87479
5.926712,-85.39155,167.40393,-93.88239
100.62332,-48.843918,168.89587,-48.962097
27.352875,166.38284,-45.227173,-91.881065
-6.1084137,-2.3326569,-8.932892,-19.15738
1.8038025,-80.271324,-118.21,-111.14296
20.325592,67.24188,-89.4795,-138.74515
10.640915,-162.80353,172.45874,-118.05755
9.938599,-18.505188,118.564514,125.88092
14.672913,-124.773636,-162.6981,-115.106285
52.95233,76.237366,14.063202,-43.428986
4.112564,134.61017,-131.68723,-81.63098
20.65509,-102.03424,-135.34035,-108.07265
24.388626,30.457489,-100.31658,-113.39612
-0.77272034,-62.43892,152.94797,147.6778
-111.199165,-129.11351,-145.66808,-132.06013
26.689941,-59.862442,-122.840485,-92.900856
-82.37788,-131.46436,-173.99701,179.05212
-2.7249298,-129.92757,-115.61723,-117.350586
162.45874,-102.228035,-90.501236,-82.159065
13.225388,-161.00713,-148.02861,-119.91482
-15.3815155,-50.35904,-15.36792,-50.314026
112.0744,38.10553,-76.009895,-3.6104736
-17.113861,-137.70206,-134.47958,-169.18137
16.03717,-171.83795,-112.315796,-179.47342
-0.77871704,-69.36482,-122.46226,-118.00391
-11.248795,-42.67047,-137.25377,-134.20378
16.228912,133.07648,-119.9009,-94.08245
3.9787445,-173.82022,-34.252197,-26.446426
-61.085457,48.768402,-113.37164,-178.40352
-5.602539,-3.1774597,-147.49265,153.51886
-43.579025,61.66011,99.31714,127.4556
172.88971,-2.2826538,-66.44244,-45.100037
-58.309067,-117.98191,-169.51518,49.998688
23.62358,-34.99283,-149.59604,-136.09518
-0.9921417,15.405884,-106.89933,-121.707924
-4.01268,-135.28839,-152.03558,-147.46974
38.47293,-147.94945,-61.692688,-60.125015
-3.582779,90.37689,-110.2175,-132.41966
-104.1923,-5.989029,-121.08535,-156.57391
5.609665,-127.47387,122.66937,-139.88806
-153.22047,-106.26419,-43.637146,-7.9727783
-7.6030273,165.38766,-144.90485,-97.440315
5.334915,-64.75542,-68.49443,-122.532715
-54.78598,146.36642,-123.74681,-177.6501
-27.985703,23.616348,133.92139,175.46844
152.3859,-28.46138,167.56421,-64.749954
-82.80095,-76.53285,162.60312,-59.126312
-104.36551,145.9347,-176.09451,-50.11841
167.34839,99.69873,166.32379,171.16638
-121.57772,26.070618,-121.54045,26.09114
166.59619,38.12596,166.59015,38.12068
122.006836,125.36362,-152.35103,-78.306404
-118.45691,-79.37193,-118.53498,-79.38351
76.29932,126.18674,-154.26892,-128.79599
49.156387,-13.855118,-62.184998,-153.28246
15.409042,-169.46846,-154.65141,-157.2935
-38.979523,79.46661,-79.773445,-66.674255
20.148285,-16.400223,-99.38623,-151.33832
-79.05766,59.33185,-159.10977,147.0492
-142.16672,50.971725,-55.244682,-26.053864
5.7731934,-126.76904,-64.16065,-146.20557
-11.3155365,-128.1667,-126.20808,-122.57475
-96.17591,18.910614,-122.24732,-80.07891
-34.061615,171.73117,81.81134,-20.454376
12.61496,-160.21617,12.613907,-160.21811
113.8338,6.5940704,113.84235,6.594925
14.849686,100.560486,116.88794,-5.095398
-17.86174,141.21735,-124.26395,-127.165436
129.83142,37.41902,-114.893326,3.3804474
-179.14058,105.30859,-179.13759,105.31131
19.835327,-102.01073,-28.757706,-128.00398
47.732162,-151.50587,168.72327,162.82529
-46.442795,-109.76918,-46.4411,-109.7693
13.159943,10.300262,13.160156,10.300766
-18.098114,133.22571,-112.140884,-163.1613
-0.15939331,-176.88515,-165.13286,-164.2725
27.651398,4.748413,178.81586,-146.06425
36.155273,-45.94583,-165.74487,-48.3378
-8.217758,133.45697,-70.78256,27.315979
-3.9352875,166.4768,156.75473,-175.82678
-4.2196045,143.57599,-32.891052,34.086243
-162.94891,158.4011,-170.35599,-144.36604
47.319473,-125.15362,171.0181,-83.63709
34.494553,-115.22102,-114.22881,-81.68009
-32.308014,-12.837677,81.48328,73.908264
33.054718,72.85617,-93.87437,-96.62482
-70.61957,-94.766655,-171.88538,-107.80216
118.97888,30.232376,-37.843445,-32.550003
-43.07863,-104.06707,35.548096,8.537125
152.15936,-151.69954,166.57983,-2.2259064
5.492508,151.47131,-148.24213,74.64148
86.2652,92.42804,-162.1269,170.19977
-10.323227,-111.31896,-115.370285,-140.39867
-1.3962708,-35.170456,-131.25041,-140.85576
-28.4059,-7.0574036,-152.67773,125.16095
-148.33711,167.98492,-149.95358,-138.75385
-176.6984,-17.755966,-176.77242,-17.772018
135.50436,159.40012,132.12286,160.84143
66.07271,-116.39692,-163.843,-178.08678
5.391556,172.42615,-143.9868,-131.28404
1.7071228,13.730316,-121.05159,-144.07997
39.44574,174.54279,-135.31175,115.60431
24.64444,-55.146347,7.4479675,-61.154762
-16.448105,-47.185944,-82.63643,-128.56895
23.19162,-160.80176,-75.27332,-105.04289
-4.5393524,-133.0734,-109.386154,-130.832
172.30768,-167.88814,-162.5794,-178.54721
34.891037,-144.37077,-22.354263,68.017975
102.97363,57.329285,102.97171,57.33168
12.835007,154.40802,-157.807,-122.80147
-15.902939,145.16495,-98.31143,-155.17752
14.0516815,28.205185,-99.21393,107.35971
89.42914,-59.783928,-107.95585,-19.34668
-9.179947,-77.57907,-126.86797,-121.67095
-10.521271,-54.39,-59.901085,-0.24551392
-16.294586,58.037888,-44.520508,-113.52315
-4.3394012,103.09097,-141.47414,-144.48763
130.36566,155.82806,-101.56602,-172.37848
74.82211,-100.40043,74.8165,-100.40185
-72.695755,-135.93391,-146.34134,-173.50221
-23.826767,-95.75718,-80.20049,36.69963
-6.046051,135.97003,-111.17581,166.32635
6.6439667,-100.236305,-104.49906,-120.61782
46.3161,-139.41205,-44.24678,-12.930038
-74.48627,20.368317,-172.20648,11.308441
59.08011,27.342194,-122.7821,-126.51501
-154.15732,12.287018,-154.14029,12.296814
102.91211,-85.925705,56.23578,-19.864197
69.622574,-49.907166,-70.4511,-127.86796
109.95004,-94.73113,151.88544,-60.005157
-21.901596,131.58313,-146.60016,-179.02423
5.590317,-18.770386,47.244965,74.25433
111.3822,-151.02084,111.35724,-151.01201
38.36882,116.52722,175.18427,175.09021
35.59178,-48.856934,34.51381,-18.12407
-6.7398834,174.3548,-165.64754,-133.55986
-22.431793,81.14859,-132.0761,133.41388
-9.739151,-164.92082,153.93552,-7.022049
-11.285934,130.9538,-61.84484,-126.17098
-13.121719,120.91705,-122.895004,-136.8553
-7.603348,134.09808,-62.678146,93.12207
102.36871,140.10394,-179.11583,-120.12615
-59.598587,-158.04744,-59.606644,-158.04678
0.69810486,-18.42482,156.83829,172.33203
11.299927,-38.61406,-138.17456,-140.0003
15.885437,-138.94812,15.886948,-138.94923
-6.37059,-39.593582,-115.33901,-117.15383
-17.031921,133.68896,-62.89672,-79.09753
-1.9730988,-130.45921,173.62387,-96.81736
-18.5316,112.26669,-140.52489,-113.550316
11.01709,103.866,145.50879,153.20624
3.4244995,-134.62456,53.419373,-58.245224
108.18402,136.34094,177.45984,168.24713
-165.45934,-113.335365,-165.46512,-113.339355
-72.121796,70.58197,-125.590744,-141.17436
-16.694702,-80.420685,67.134155,-138.23605
80.63312,-52.163742,175.24185,-74.9937
2.380661,156.643,179.45923,-117.88571
-133.90274,34.03006,-85.51602,22.125793
-18.703064,-163.086,-117.201935,-130.53824
-25.072174,16.570496,-76.76204,-101.04587
18.10884,122.11685,-159.81607,-115.94169
-27.759003,47.95044,-113.547676,11.240723
25.033691,1.2420654,25.029205,1.2454681
3.7806244,-2.7750702,3.7809296,-2.7736359
-176.10912,-59.17076,-140.39577,-162.15538
167.22656,4.353302,167.24316,4.3578796
20.302338,13.612946,-54.9514,-76.73665
-16.29042,-1.6789246,-16.290848,-1.677887
69.4025,87.361664,-142.55661,-131.8589
-9.310669,-113.795296,-115.51129,-115.16037
146.88373,60.550735,-155.52573,174.14828
-100.72909,99.06949,-151.15486,156.08942
45.85025,-81.32046,27.145584,-12.434525
-51.977936,88.320404,-104.63505,-172.09235
-1.6036224,88.57062,-101.1698,-113.263275
-106.16689,-162.98021,-83.61997,-131.45584
4.7268524,-20.95987,-145.98582,-176.70898
-159.01009,137.07465,-122.141846,153.39728
-21.359299,-12.72525,124.79825,94.32764
103.596436,-54.191956,141.89783,-62.27191
168.96082,-35.088974,-142.40611,-148.44153
-35.43936,29.978348,-90.2656,174.74579
-63.994537,172.71857,109.94141,-46.98648
50.297028,-103.06257,-124.3936,-112.708015
-29.018646,-168.0593,-29.026718,-168.06844
-83.461,-10.022797,-162.51364,-157.86914
35.425995,1.6912231,35.419144,1.68573
22.166061,-122.317085,-148.57101,171.44678
-23.950516,178.76556,-23.950989,178.76562
-8.2391815,132.99976,-125.896286,-131.60983
25.21016,-134.9794,115.14331,164.62656
57.896942,165.72778,-50.543182,-122.50432
160.09998,-59.520424,-158.80928,-38.207184
11.728088,-88.93495,11.725616,-88.93924
-11.251877,48.318604,166.32153,-124.82065
28.796967,-63.603775,-43.840546,-23.393631
-79.86911,-0.62454224,-79.88757,-0.6157532
-8.382172,-54.82567,116.875916,-132.44365
-27.785126,76.453186,-126.521904,-71.503365
-122.1563,16.229965,-120.57842,-118.508385
45.91548,-31.701233,-120.21784,-48.69989
-9.764557,-90.24602,-150.01692,-151.65312
-153.9602,171.06091,-92.63608,-143.49022
-27.461227,51.081665,-148.59714,120.28894
165.55075,-48.1333,-123.2317,-133.33487
-21.541046,163.5528,-94.833885,-151.47182
142.70679,-85.71403,142.64471,-85.77476
-70.82108,-101.788155,-77.12168,-61.14044
-94.14494,-53.182297,-140.70918,77.18964
-10.120102,86.476105,119.071106,175.07904
-165.68573,16.07251,145.5705,-50.742966
-3.567047,-141.66669,149.44257,123.76312
-0.41609192,-39.186005,146.34006,138.60355
175.12521,-47.35675,-120.09135,-102.16333
-127.73712,-161.51567,-112.28526,-135.89317
68.75812,2.3179932,68.76227,2.3124237
-176.02383,30.259506,-110.3905,120.05481
177.76837,132.91846,-116.93106,-144.59601
-25.702026,-165.01743,-123.88536,-141.46413
-110.73891,116.915955,-138.3552,-94.14333
-12.35553,125.13513,-118.134514,-120.70454
13.5425415,-91.08744,-174.93507,102.441925
101.84668,27.40889,101.83984,27.399689
143.1242,-1.3547821,143.13696,-1.3560333
175.26611,-159.73181,172.89905,-136.30325
-33.181793,-84.06861,-147.44452,150.93652
63.46277,-140.73021,63.456635,-140.72142
-21.32991,152.95944,-68.74246,12.011032
47.85269,74.900406,79.58255,151.45541
6.437042,-118.567276,-109.59368,-141.1093
14.735168,-17.814316,131.67508,-14.009247
14.214691,-59.70172,-83.018456,-82.71894
-94.15816,-113.380424,-169.1156,-175.68784
-15.096802,144.73206,-117.54725,149.91415
0.7920685,151.31042,-150.64766,154.4274
4.80571,-70.87092,4.8052216,-70.873116
-177.45952,140.18127,-177.45181,140.18378
150.97559,89.37537,59.2424,-19.537415
178.38922,10.680038,-58.776703,5.292328
16.615051,-90.538345,-140.09294,134.28223
100.67279,-84.266655,168.58047,-97.973755
-5.0661926,169.14645,-96.682014,12.636673
28.608383,165.92236,-145.69717,-111.764565
-27.586304,99.780396,-69.12108,6.545883
-40.78363,-151.40645,177.57932,-115.16989
4.549011,-110.22512,-159.73917,-121.22043
-16.951584,-128.2738,-10.919876,-47.444183
-48.566406,-106.28634,-102.10764,-130.38023
-134.93037,127.62366,-151.56479,135.71692
-1.6596375,-171.80156,-112.2952,-163.0602
93.05829,-109.97433,-16.45633,-114.86482
77.89285,125.64218,77.902405,125.650055
-161.50786,26.590042,-49.966553,-64.00793
-141.8768,-65.921585,-158.44852,-67.36557
14.101013,78.92578,-174.42033,-89.60832
-20.264328,-155.07692,-120.60018,-155.11946
-129.24005,51.969315,-127.93246,-122.32654
175.06686,174.27585,175.07556,174.28204
33.970093,-10.8811035,-86.398186,-117.26472
60.885086,117.175354,-130.22339,-107.35901
46.18805,-89.61064,-141.30379,-99.8483
-59.846405,175.43378,-145.95418,-120.91403
18.605637,-105.80353,-136.05983,-96.42414
-39.100815,-30.915573,147.488,155.8071
51.512817,127.800476,-172.9774,-114.16531
60.561905,115.47528,163.84244,172.28003
-128.85513,-62.44464,-150.90622,151.24887
128.5315,47.520264,118.41516,126.97586
11.735947,-154.89944,-115.35287,-150.45114
24.507309,-134.08571,-155.79836,-156.08841
49.200836,154.47662,-170.09341,-175.65236
-71.12689,-34.11151,-117.70379,-103.46325
58.64406,119.606476,158.17065,-120.062195
-36.56143,74.82269,-36.560852,74.82495
10.600128,-16.757706,10.598511,-16.755539
169.33691,-158.03035,169.31238,-158.03625
-101.60373,-37.133026,81.50903,-12.275085
27.68454,126.84613,-179.39128,-80.99326
38.866577,-125.19041,-142.41306,-110.06246
125.05817,55.577255,-159.77461,-109.87222
130.6889,-105.545876,-155.71162,-96.84062
163.37686,129.3919,-161.4269,-36.45787
-172.63039,-165.18787,-128.32178,-125.92098
-25.688293,164.51343,78.20706,-28.357224
-151.61234,-90.06053,-140.24449,-136.95416
-81.60484,66.21542,-18.113312,-9.909164
4.1877747,117.72894,-99.44125,-145.33835
-21.601105,-121.206825,-89.94069,-143.69225
-3.97435,-90.63902,-144.0389,-94.456
-161.34233,44.535522,-58.455658,-30.26033
-23.050354,-8.948608,-55.743584,-18.438644
-6.384262,-12.212677,-91.871,-73.05529
-3.484787,24.533401,-3.4849548,24.53508
-32.823944,-91.041306,-160.87491,-141.05128
